车牌	VIN	ICCID	最后通讯时间	最后有效里程	电压	最后有效总电压上传时间	最后经度	最后纬度
吉400273	LGHC4V1D2JE400273	89860117795950222964	20180712115946	478.0	0.0	20180712114748	114.235762	22.69265
川AD12201	LGHC4V1D0HE204679	89860117750004335205	20180616202053	9467.0	572.4	20180616202053	104.03232	30.613517
川AD02600	LGHC4V1D9HE204681	89860117795950237269	20180712115933	14217.0	570.8	20180712115933	104.045222	30.748913
川AD12272	LGHC4V1D4HE204684	89860117795950233722	20180704170817	15468.0	565.9	20180630124833	104.15563	30.657955
川AD02622	LGHC4V1DXHE204687	89860117795950231809	20180712115955	13357.0	569.0	20180712115955	104.01789	30.691108
川AD02650	LGHC4V1D1HE204691	89860117750004335999	20180712101304	13396.0	571.5	20180712101304	104.109195	30.685302
川AD18288	LGHC4V1D3HE204692	89860117795950239919	20180712115958	16314.0	571.0	20180712115958	104.187265	30.456072
川AD18280	LGHC4V1D9HE204695	89860117795950233185	20180712085341	15452.0	567.7	20180712085341	104.098642	30.481167
川AD12281	LGHC4V1D2HE204697	89860117795950239588	20180712113910	12612.0	562.0	20180712113910	104.056103	30.520987
川AD12236	LGHC4V1D4HE204698	89860117750004337128	20180712115958	13810.0	572.4	20180712115958	104.065885	30.638893
川AD02677	LGHC4V1D2HE204702	89860117795950239869	20180712115959	12924.0	571.6	20180712115959	104.053698	30.622238
川AD02666	LGHC4V1D2HE205736	89860117750004337177	20180712115021	12623.0	571.2	20180712115021	104.09758	30.655555
川AD12293	LGHC4V1D4HE205737	89860117750004331626	20180712115908	12791.0	572.0	20180712115908	104.04726	30.662232
吉400019	LGHC4V1DXJE400019	89860117795950077350	20180712115837	17454.0	573.5	20180712115837	104.117175	30.656042
J400026	LGHC4V1D7JE400026	89860117795950076238	20180712115958	12238.0	562.9	20180712115958	103.862167	30.701908
吉400028	LGHC4V1D0JE400028	89860117795950223103	20180712115949	17795.0	526.0	20180712115949	104.140545	30.821072
吉400033	LGHC4V1D4JE400033	89860117795950074779	20180712111813	4487.0	525.2	20180712111813	103.985963	30.69257
吉400041	LGHC4V1D3JE400041	89860117795950236824	20180712115954	10677.0	541.9	20180712115954	104.184415	30.570592
吉400044	LGHC4V1D9JE400044	89860117795950220588	20180712115939	21216.0	577.7	20180712115939	104.158353	30.801657
吉400009	LGHC4V1D7JE400009	89860117795950076972	20180712115959	11057.0	575.5	20180712115959	103.926152	30.955545
J400011	LGHC4V1D5JE400011	89860117795950075289	20180712115949	17037.0	563.1	20180712115949	104.021143	30.75498
吉400027	LGHC4V1D9JE400027	89860117795950234233	20180712112243	3022.0	533.0	20180712112243	104.037893	30.74714
吉400022	LGHC4V1DXJE400022	89860117795950223848	20180712115949	15445.0	561.7	20180712115949	104.203383	30.616445
晋KA173X	LJ2A4SBV4H4000012	89860117795950231130	20180712115954	19098.0	587.9	20180712115954	112.755425	37.67062
晋KA122X	LJ2A4SBV5H4000018	89860117795950232088	20180712115955	31789.3	587.8	20180712115955	112.578118	37.861248
晋KA183X	LJ2A4SBV5H4000021	89860117795950231783	20180712115951	34784.3	577.6	20180712115951	112.582447	37.813305
川AD02268	LGHC4V1D8HE205739	89860117795950236972	20180711175411	17005.0	568.8	20180711175411	104.053652	30.635817
川AD02680	LGHC4V1D4HE205740	89860117795950239703	20180712115959	14147.0	556.2	20180712115959	104.016968	30.615142
川AD02678	LGHC4V1D6HE205741	89860117795950235230	20180712115934	14454.0	571.1	20180712115934	104.068638	30.615147
川AD12280	LGHC4V1DXHE205743	89860117750004336286	20180712115943	14180.0	571.0	20180712115943	104.044272	30.634378
川AD12250	LGHC4V1D0HE205749	89860117795950236956	20180712115445	13869.0	564.7	20180712115445	104.032165	30.613377
川AD05022	LGHC4V1D5HE204645	89860117750004321460	20180712115950	13850.0	570.3	20180712115950	104.077	30.493667
川AD05091	LGHC4V1D0HE204651	89860117795950239760	20180712115931	11975.0	573.9	20180712115931	103.971075	30.55319
川AD05008	LGHC4V1D3HE204658	89860117750004330180	20180712115944	10182.0	571.3	20180712115944	104.114273	30.799907
川AD06371	LGHC4V1D1HE204660	89860117795950238150	20180712115952	7254.0	563.7	20180712115952	104.228572	30.788832
川AD05099	LGHC4V1D5HE204662	89860117750004331485	20180712115943	4708.0	571.1	20180712115943	104.257542	30.737253
浙FT370N	LGHC4V1D9HE204275	89860117750004330651	20180712115946	13086.0	580.3	20180712115946	120.56568	30.486325
浙FW760D	LGHC4V1D4HE204278	89860117750004332764	20180712033704	36.0	565.0	20180526121508	120.70808	30.721302
吉400023	LGHC4V1D1JE400023	89860117795950221842	20180712043517	120.0	519.0	20180710162859	104.116767	30.658012
J400029	LGHC4V1D2JE400029	89860117795950074902	20180712115954	2706.0	547.3	20180712115954	103.86527	30.647035
J400031	LGHC4V1D0JE400031	89860117795950223384	20180712043913	65.0	540.4	20180702155803	104.061077	30.719187
吉400034	LGHC4V1D6JE400034	89860117795950075180	20180710212317	68.0	547.2	20180614192545	104.159883	30.663653
晋KA159X	LJ2A4SBV2H4000025	89860117795950231528	20180712115942	39396.3	587.9	20180712115942	112.588407	37.801787
晋KA119X	LJ2A4SBV4H4000026	89860117795950230892	20180712120000	32794.6	587.7	20180712120000	112.755987	37.670388
晋KA181X	LJ2A4SBV6H4000027	89860117795950238440	20180712115944	31781.0	596.7	20180712115944	112.75655	37.669902
晋KA177X	LJ2A4SBVXH4000029	89860117795950231833	20180712115934	33249.1	581.1	20180712115934	112.698915	37.713252
晋KA196X	LJ2A4SBV6H4000030	89860117795950231056	20180712115931	31461.1	581.6	20180712115931	112.675803	37.732095
晋KA095X	LJ2A4SBVXH4000032	89860117795950231940	20180712115934	30779.2	580.1	20180712115934	112.698607	37.713317
晋KA162X	LJ2A4SBV0H4000041	89860117795950231007	20180712115931	33568.0	588.3	20180712115931	112.75525	37.669635
晋KA178X	LJ2A4SBV4H4000043	89860117795950230991	20180712115946	29730.0	586.0	20180712115946	112.581187	37.81637
晋KA176X	LJ2A4SBV8H4000045	89860117795950231973	20180712115944	32488.0	577.7	20180712115944	112.776228	37.717587
晋KA165X	LJ2A4SBV1H4000047	89860117795950231577	20180712115933	22513.5	587.1	20180712115933	112.57827	37.861172
晋KA073X	LJ2A4SBV5H4000049	89860117750004335049	20180712115941	21115.5	577.9	20180712115941	112.757268	37.670208
琼BD07998	LGHC4V1DXHE203247	89860117750004316361	20180712093106	5199.0	565.9	20180712093106	109.440952	18.293252
渝AD00528	LGHC4V1D8HE202940	89860117750004315595	20180712115945	21760.0	524.5	20180712115945	106.47113	29.597008
渝AD00565	LGHC4V1D1HE202956	89860117750004315298	20180712084149	65.0	572.4	20180410135654	106.394412	29.30608
渝AD02618	LGHC4V1D7HE202959	89860117750004326840	20180712053452	135.0	568.6	20180626162712	106.299797	29.435093
渝AD00555	LGHC4V1D7HE203027	89860117750004318565	20180712023644	1343.0	540.8	20180531113441	106.340532	29.40842
鲁BD10863	LGHC4V1D6HE203827	89860117750004332830	20180712000021	11.0	544.8	20180622103408	120.345338	36.224143
鲁BD10882	LGHC4V1D8HE204137	89860117750004337748	20180712115941	12.0	559.0	20180622103237	120.345298	36.22386
鲁BD12138	LGHC4V1D2HE204165	89860117750004332582	20180712004615	10.0	532.0	20180619110824	120.34557	36.223973
鲁BD12682	LGHC4V1D6HE204167	89860117750004322989	20180712022828	57.0	530.0	20180619125019	120.345623	36.223812
鲁BD18963	LGHC4V1DXHE204172	89860117750004338019	20180712022031	45.0	530.1	20180619124238	120.345468	36.223758
鲁BD15276	LGHC4V1D5HE204175	89860117750004322880	20180712021635	12.0	574.9	20180619123855	120.345513	36.223748
鲁BD07585	LGHC4V1D9HE204177	89860117750004332921	20180712022018	11.0	574.7	20180619124315	120.345375	36.224017
鲁BD11658	LGHC4V1DXHE204222	89860117750004334034	20180712012403	13.0	562.5	20180619114535	120.345478	36.223935
川AD04873	LGHC4V1D3HE204403	89860117750004320421	20180712115941	8917.0	571.3	20180712115941	104.08391	30.65414
川AD04865	LGHC4V1D2HE204411	89860117750004331097	20180712115953	7812.0	579.8	20180712115953	104.049737	30.754948
川AD09880	LGHC4V1D5HE204421	89860117750004330131	20180712015843	23617.0	591.3	20180712015843	104.127808	30.802603
川AD18868	LGHC4V1D8HE204929	89860117750004335494	20180712115955	13234.0	576.6	20180712115955	104.055027	30.70256
川AD09800	LGHC4V1D2HE204960	89860117795950229969	20180701222508	20518.0	590.3	20180624095139	104.029715	30.615182
川AD18889	LGHC4V1D4HE205768	89860117795950235131	20180712115946	22339.0	530.0	20180712115946	104.011395	30.553817
川AD08756	LGHC4V1D8HE205773	89860117795950235156	20180712115934	26857.0	552.6	20180712115934	104.066995	30.659435
川AD12248	LGHC4V1D9HE204678	89860117750004335858	20180712115944	17344.0	572.3	20180712115944	104.112802	30.665445
川AD12231	LGHC4V1D3HE204689	89860117750004335734	20180712103131	13778.0	571.5	20180712103131	104.076695	30.641552
川AD18229	LGHC4V1D7HE204694	89860117795950239596	20180629193743	13491.0	565.0	20180629193743	104.064113	30.674535
川AD12279	LGHC4V1D9HE204700	89860117795950237657	20180712114730	14078.0	570.6	20180712114730	104.185828	30.567923
川AD12214	LGHC4V1D6HE205738	89860117795950233037	20180712115952	13538.0	571.7	20180712115952	104.001802	30.67427
吉400036	LGHC4V1DXJE400036	89860117795950236840	20180712113447	20642.0	523.3	20180712113447	104.027012	30.528955
J400010	LGHC4V1D3JE400010	89860117795950223350	20180712114311	6573.0	583.5	20180712114311	103.926067	30.954028
吉400021	LGHC4V1D8JE400021	89860117795950221107	20180712115957	857.0	544.9	20180712115957	104.07687	30.773627
晋KA132X	LJ2A4SBV3H4000017	89860117795950229472	20180712115954	33715.8	578.6	20180712115954	112.664972	37.744308
川AD12217	LGHC4V1D7HE205747	89860117750004331154	20180712115951	12789.0	571.6	20180712115951	104.020595	30.67732
陕A3D7A5	LGHC4V1D0HE207002	89860117795950235917	20180712053756	3238.0	565.0	20180710173114	108.958377	34.135832
陕A1D4F5	LGHC4V1D4HE207004	89860117795950237897	20180525163836	52.0	0.0	20180510153410	109.055687	34.358633
陕A5D0A7	LGHC4V1D8HE207006	89860117750004336450	20180712072500	54.0	563.3	20180510145215	109.055527	34.35888
陕A7D1U3	LGHC4V1D1HE207008	89860117795950236600	20180712115351	844.0	572.0	20180712115351	108.968415	34.334462
陕A2D7T3	LGHC4V1D1HE207011	89860117795950230207	20180712074226	52.0	563.3	20180510150949	109.055532	34.359073
陕A3D7J5	LGHC4V1D5HE207013	89860117795950235594	20180712073025	52.0	563.7	20180510145707	109.055502	34.358798
陕A3D07C	LGHC4V1D4HE207018	89860117750004320975	20180621181600	44.0	563.5	20180510151139	109.055582	34.359088
陕A7D8E5	LGHC4V1D2HE207020	89860117795950237574	20180712004206	185.0	562.8	20180711124012	108.994147	34.37347
陕A1D9T7	LGHC4V1D6HE207022	89860117750004333481	20180712061451	9442.0	579.5	20180711181248	108.83728	34.325423
陕A3D7A2	LGHC4V1D3HE207026	89860117795950235891	20180502023115	60.0	0.0	20180424135758	109.055705	34.358877
陕A3D7V5	LGHC4V1D5HE207027	89860117750004334075	20180712112432	8746.0	571.5	20180712112432	108.982728	34.25965
陕A2D5H1	LGHC4V1D9HE207029	89860117750004333697	20180712003219	1089.0	571.1	20180618225121	108.962612	34.179685
陕A3D6T7	LGHC4V1D7HE207031	89860117750004336831	20180712095557	4380.0	578.1	20180712095557	108.958482	34.134835
陕A0D7F6	LGHC4V1DXHE207041	89860117750004321049	20180517160826	48.0	570.2	20180424142744	109.055675	34.358783
陕A3D2E7	LGHC4V1D4HE207049	89860117750004321098	20180712003715	181.0	522.0	20180711123504	108.994187	34.373537
陕A1D2F5	LGHC4V1D1HE207056	89860117750004333960	20180712074532	48.0	563.8	20180510151302	109.055587	34.359063
陕A7D1L3	LGHC4V1D5HE207061	89860117795950229928	20180712115938	2691.0	575.3	20180712115938	108.958385	34.134785
陕A7D3F5	LGHC4V1D0HE207033	89860117750004320967	20180712071655	52.0	565.2	20180510144459	109.055658	34.358685
陕A9D7M2	LGHC4V1D4HE207035	89860117750004333309	20180712085739	5840.0	0.0	20180712085739	108.958338	34.134855
陕A3D1P2	LGHC4V1D8HE207037	89860117750004322864	20180712071749	49.0	564.7	20180510144513	109.055485	34.35873
陕A4D5B4	LGHC4V1D1HE207039	89860117750004333010	20180712115711	6411.0	570.7	20180712115711	108.918867	34.239168
陕A7F8Y1	LGHC4V1D3HE207043	89860117750004334539	20180712073356	48.0	564.1	20180510150122	109.055553	34.358878
陕A2D1H5	LGHC4V1D7HE207045	89860117750004320892	20180712065159	20.0	570.5	20180614165107	108.943333	34.136895
陕A6D7T0	LGHC4V1D0HE207047	89860117750004337714	20180712073727	47.0	564.5	20180510150500	109.055603	34.359035
陕A6D9N7	LGHC4V1D2HE207051	89860117750004332822	20180712020235	2023.0	571.6	20180701131657	108.819882	34.187182
陕A7D0R5	LGHC4V1D5HE207934	89860117795950226569	20180712113541	137.0	565.2	20180710112703	108.831017	34.271637
陕A9D7T1	LGHC4V1DXHE207055	89860117795950234860	20180712115952	8136.0	570.5	20180712115952	108.800082	34.250912
陕A7D5T3	LGHC4V1D5HE207058	89860117795950234225	20180712115950	3958.0	560.5	20180712115950	108.95537	34.252385
陕A1D3Z5	LGHC4V1D7HE207059	89860117795950237277	20180712082253	1202.0	564.6	20180711202057	108.994912	34.36838
陕A5D7L3	LGHC4V1D9HE207063	89860117795950239984	20180712005220	380.0	565.5	20180711125026	108.994407	34.373458
陕A1D5T7	LGHC4V1D2HE207065	89860117795950232856	20180710141706	184.0	559.1	20180604105618	108.994375	34.37353
陕A7D9P0	LGHC4V1D6HE207067	89860117750004336930	20180712005639	182.0	554.3	20180711125437	108.994545	34.373513
陕A8D7Y0	LGHC4V1DXHE207069	89860117795950237178	20180712021933	112.0	564.4	20180710141256	108.874537	34.324977
陕A2D9H5	LGHC4V1D6HE207070	89860117795950231395	20180712030105	1162.0	555.3	20180711145915	108.994358	34.373597
陕A7D2T5	LGHC4V1DXHE207010	89860117795950232567	20180712072557	47.0	564.3	20180510145341	109.055535	34.35879
陕A1D0C3	LGHC4V1D0HE207016	89860117750004323730	20180712074805	48.0	564.5	20180510151336	109.055535	34.35918
陕A5D6Z3	LGHC4V1DXHE207024	89860117750004322245	20180712002124	1578.0	560.6	20180706115720	108.822952	34.18628
川AD08973	LGHC4V1D1HE202424	89860117796000556583	20180704160643	44.0	570.7	20180704160643	104.181583	30.557215
吉400397	LGHC4V1D9JE400397	89860117795950234043	20180712115955	6529.0	542.0	20180712115955	104.042978	30.620935
吉400435	LGHC4V1D2JE400435	89860117795950239372	null	null	null	null	null	null
吉400446	LGHC4V1D7JE400446	89860117795950223947	20180712111738	4307.0	0.0	20180712111608	103.972248	30.558982
吉400450	LGHC4V1D9JE400450	89860117795950077988	20180712115944	4280.0	0.0	20180712115915	104.17192	30.53292
吉400451	LGHC4V1D0JE400451	89860117795950075701	20180712115957	3175.0	555.2	20180712115957	104.195048	30.583205
吉400465	LGHC4V1D0JE400465	89860117795950075537	20180712115739	3358.0	0.0	20180712113910	103.907245	30.809358
川AD19352	LGHC4V1D0HE202432	89860117796000556344	20180710154532	35.0	564.7	20180710154532	104.181358	30.557298
川AD07587	LGHC4V1DXHE202437	89860117796000556310	20180712115237	3102.0	570.2	20180712115237	103.970683	30.755665
川AD12232	LGHC4V1D1HE202441	89860117795910149406	20180712115949	4246.0	571.5	20180712115949	104.056808	30.653373
川AD07932	LGHC4V1D9HE202445	89860117796000557391	20180712120000	6079.0	567.2	20180712120000	104.042858	30.741002
川AD10258	LGHC4V1D2HE202450	89860117796000557680	20180712113235	3211.0	570.6	20180712113235	104.09045	30.624735
川AD09671	LGHC4V1DXHE202454	89860117796000556856	20180712115245	3503.0	571.3	20180712115245	103.96394	30.535125
陕A8D5E3	LGHC4V1D7HE205683	89860117796000678577	20180711092258	2785.0	561.4	20180711092258	108.83612	34.237513
陕A5D8B7	LGHC4V1D5HE205679	89860117750004314549	20180712115944	2981.0	572.1	20180712115944	108.82836	34.172845
陕A7D2U1	LGHC4V1D8HE205675	89860117750004310141	20180712110253	2046.0	584.8	20180711230054	108.82166	34.333095
陕A2D0S7	LGHC4V1D2HE205672	89860117750004313558	20180712105051	11.0	565.2	20180705101954	108.806467	34.288618
陕A2D5N0	LGHC4V1D2HE205669	89860117750004314630	20180712115936	14407.0	571.5	20180712115936	109.003628	34.44729
陕A1D5E3	LGHC4V1D5HE205665	89860117750004312501	20180712115936	11258.0	562.5	20180712115936	109.03384	34.356373
浙AN30X0	LGHC4V1D3HE203090	89860117750004328788	20180712074908	30.0	565.2	20180511152055	120.045898	30.31397
浙AJ57S5	LGHC4V1D7HE205019	89860117796000677991	20180712115949	4800.0	571.5	20180712115949	120.589278	30.292055
川AD15396	LGHC4V1D2HE202495	89860117795950228631	20180712110520	25564.0	588.4	20180712110520	104.135892	30.802628
川AD06159	LGHC4V1D6HE202502	89860117735910498429	20180712115953	20717.0	554.2	20180712115953	104.006597	30.672913
川AD19308	LGHC4V1D5HE202510	89860117796000557839	20180711114056	15045.0	560.1	20180711114056	103.969718	30.510603
川A15J7L	LGHC4V1D2HE202545	89860117796000556393	20180712021355	39461.0	584.1	20180712021355	103.937425	30.674177
粤AD02080	LGHC4V1D6HE202600	89860117795950087623	20180712095107	200.0	556.6	20180507165740	113.303228	23.314412
粤A9W6P5	LGHC4V1D3HE202604	89860117796000678163	20180417225928	77.0	562.3	20180417225928	113.303162	23.314407
粤A2J8A2	LGHC4V1DXHE202616	89860117795950235362	20180712000910	12021.0	550.3	20180710120133	113.526118	23.142542
粤A6Y3Z0	LGHC4V1D1HE202620	89860117795950082764	20180712024210	12969.0	572.1	20180712024210	113.146183	23.251642
陕A7D6X2	LGHC4V1D3HE205583	89860117750004312881	20180712113833	11.0	533.6	20180428181156	108.80698	34.289027
陕A3D9C7	LGHC4V1D9HE205586	89860117750004339223	20180712113601	12.0	535.0	20180428181037	108.806983	34.288675
陕A3D1P1	LGHC4V1D0HE205590	89860117750004312998	20180712083454	13.0	525.8	20180427150351	108.806517	34.289083
浙AK93V0	LGHC4V1D4HE203101	89860117750004318037	20180712071738	69.0	551.5	20180513150031	120.045637	30.313887
浙AH50L7	LGHC4V1D9HE203109	89860117750004319357	20180712083335	64.0	547.0	20180620185959	120.045598	30.314308
陕A7D6J1	LGHC4V1DXHE205595	89860117750004328267	20180712055930	15.0	535.6	20180601150324	108.80652	34.28881
陕A9D3B2	LGHC4V1D2HE205610	89860117750004338845	20180712110409	15639.0	567.7	20180712110409	108.939027	34.33872
浙AL02U3	LGHC4V1D5HE205102	89860117750004339447	20180712054145	5995.0	581.6	20180612153442	120.341305	30.329098
浙AK20T2	LGHC4V1D1HE205095	89860117750004315371	20180712115235	5142.0	568.3	20180712115235	120.175807	30.246478
浙AN68A9	LGHC4V1D2HE205090	89860117750004311644	20180616111024	165.0	570.3	20180531100110	120.038512	30.24878
浙AL11D5	LGHC4V1D1HE205081	89860117750004339355	20180712115948	7629.0	569.3	20180712115948	120.377092	30.356953
浙AN67T7	LGHC4V1D4HE205074	89860117750004338175	20180712021354	7330.0	580.1	20180710140731	120.341068	30.329295
浙AK63G7	LGHC4V1D7HE205070	89860117795950233839	20180712115951	12589.0	581.5	20180712115951	120.019643	30.030862
浙AL02Y2	LGHC4V1D3HE205065	89860117796000679443	20180712033622	4526.0	565.0	20180712033622	120.583005	30.301257
浙AH69X5	LGHC4V1D4HE205057	89860117750004330842	20180712112731	15392.0	570.5	20180712112731	120.201662	30.291815
川A76Y7C	LGHC4V1D5HE200255	89860117735910498510	20180712105429	29488.0	571.3	20180712105429	104.125323	30.804985
川A1T4F6	LGHC4V1D9HE200260	89860117796000556443	20180712115057	42302.0	572.4	20180712115057	104.094365	30.676423
陕A0C6P1	LGHC4V1DXHE202115	89860117796000438055	20180712111521	15640.0	571.7	20180712111521	108.933852	34.258827
川A1W81R	LGHC4V1D1HE202133	89860117796000437925	20180712115959	16703.0	572.3	20180712115959	104.030665	30.610603
川AD18885	LGHC4V1D9HE202140	89860117796000438154	20180712044626	6306.0	565.0	20180706162222	104.187548	30.537788
川A2V3W4	LGHC4V1D6HE202144	89860117796000439061	20180712115947	21327.0	572.6	20180712115947	103.929727	30.796163
贵AD03771	LGHC4V1D9HE202073	89860117796000437552	20180630063156	110.0	0.0	20180629182959	106.585342	26.63126
川A10X0P	LGHC4V1D0HE202088	89860117796000556765	20180712110108	33858.0	572.2	20180712110108	104.125817	30.687218
川A9M4F0	LGHC4V1D2HE202092	89860117796000439467	20180712115944	19478.0	570.9	20180712115944	103.919568	30.624102
川A4M75B	LGHC4V1DXHE202096	89860117796000437826	20180712115941	16892.0	572.6	20180712115941	103.984573	30.55844
川AQ66E6	LGHC4V1D2HE202223	89860117796000438477	20180712045028	168.0	572.4	20180424110435	104.156717	30.56446
川AS87N8	LGHC4V1D6HE202242	89860117796000558423	20180712115944	20800.0	566.9	20180712115944	104.09336	30.555255
粤AD16005	LGHC4V1D8HE202629	89860117796000557409	20180712115957	5214.0	570.0	20180712115957	113.340493	23.175217
粤AD08366	LGHC4V1D7HE202587	89860117796000677967	20180525141513	0.0	571.1	20180424153328	118.882788	32.012892
吉400276	LGHC4V1D8JE400276	89860117795950077186	20180712115957	5300.0	546.2	20180712115957	113.847	22.808657
陕A2D0V3	LGHC4V1D7HE202816	89860117750004326352	20180712113232	11686.0	562.5	20180712113232	109.234628	34.462873
陕A5D7H0	LGHC4V1D4HE203051	89860117750004329588	20180712101455	6322.0	524.5	20180705094409	108.942807	34.136825
陕A3D5P1	LGHC4V1D9HE203076	89860117750004326451	20180712025012	186.0	524.1	20180711144810	108.994408	34.373522
粤A3G7N0	LGHC4V1D8HE202632	89860117796000556575	20180418183439	83.0	559.1	20180418183439	113.304008	23.313492
粤AD03823	LGHC4V1D7HE202637	89860117796000679427	20180418184237	178.0	567.6	20180418184041	113.303873	23.313667
粤AD12038	LGHC4V1D2HE202643	89860117796000556823	20180612113509	209.0	572.0	20180612113509	113.303198	23.314307
川AM9M29	LGHC4V1DXHE202521	89860117795950083218	20180712115956	998.0	558.0	20180712115956	103.999303	30.783265
川A99WL7	LGHC4V1D4HE202532	89860117796000557763	20180502110649	93.0	553.0	20180502110649	104.156592	30.564503
川AJ0E75	LGHC4V1D1HE202536	89860117796000556450	20180502171103	69.0	556.7	20180502171103	104.156597	30.564563
陕A2D6F0	LGHC4V1D0HE205122	89860117750004314747	20180712083714	156.0	543.5	20180427150440	108.806457	34.288912
陕A0D2H5	LGHC4V1D2HE205557	89860117750004314267	20180712083517	10.0	533.0	20180427150511	108.806498	34.28871
陕A202S4	LGHC4V1D4HE205561	89860117750004315520	20180712102037	14.0	531.1	20180428165510	108.806637	34.288937
陕A0D5L7	LGHC4V1DXHE205564	89860117750004328218	20180712110355	332.0	586.1	20180712110355	108.854635	34.32172
陕A3D5L4	LGHC4V1D3HE205566	89860117750004314366	20180712102741	13.0	535.0	20180428170241	108.80684	34.289215
陕A2D3P1	LGHC4V1D5HE205570	89860117750004339827	20180712102617	12.0	530.3	20180428170133	108.806788	34.28898
陕A5D2M3	LGHC4V1D2HE205574	89860117750004312576	20180712113754	13.0	537.5	20180428181110	108.806943	34.288778
陕A8D1G3	LGHC4V1D8HE205577	89860117750004310570	20180712083615	16.0	533.5	20180427150512	108.806513	34.288843
津AD25259	LGHC4V1D7HE203934	89860117750004321072	20180712110340	73.0	585.1	20180614090038	117.026573	39.108265
津AD23806	LGHC4V1D7HE203951	89860117750004333861	20180712024106	1609.0	562.1	20180611122349	114.54992	38.075013
浙G65096	LGKALX4T4HE610046	89860117796000558274	20180712120000	789.8	558.2	20180712120000	120.049983	29.258463
苏AD03755	LGHC4V1D9HE203532	89860117750004317005	20180712063029	46.0	572.1	20180601153417	118.816318	31.827982
苏AD07698	LGHC4V1D3HE203543	89860117750004328564	20180712055309	49.0	572.8	20180601145640	118.816842	31.82858
苏AD35022	LGHC4V1D4HE203549	89860117750004319514	20180712053425	48.0	572.2	20180601143744	118.816828	31.828447
苏AD03857	LGHC4V1D4HE203552	89860117750004319555	20180601115333	43.0	571.4	20180601115333	118.815657	31.831487
琼BD06360	LGHC4V1D7HE203612	89860117750004321304	20180712050848	41.0	563.8	20180529135839	109.474053	18.287423
琼BD01666	LGHC4V1D2HE203629	89860117750004317518	20180712050809	105.0	564.0	20180529135746	109.474038	18.287523
琼BD02299	LGHC4V1D1HE203640	89860117750004328416	20180712053915	46.0	569.7	20180529142913	109.474248	18.287517
贵AD01079	LGHC4V1D8HE203716	89860117750004321817	20180712101720	59.0	571.6	20180712101720	102.833457	24.941885
贵AD00169	LGHC4V1D5HE203723	89860117750004321841	20180712052221	66.0	0.0	20180706165812	106.585322	26.631237
辽B12CY7	LGHC4V1D0HE202933	89860117750004319753	20180712004704	43.0	560.8	20180615105058	121.57197	38.99436
鲁BD09306	LGHC4V1DXHE203085	89860117750004316197	20180712102204	24.0	553.5	20180702093905	120.391382	36.218463
鄂AD11710	LGHC4V1DXHE202793	89860117750004327590	20180712115936	3165.0	554.0	20180712115936	114.390427	30.500072
鄂AD12102	LGHC4V1D2HE202822	89860117750004311859	20180712113137	5337.0	589.1	20180712113137	114.580908	30.748102
鄂AD11767	LGHC4V1D8HE202842	89860117750004328515	20180712040545	65.0	548.1	20180619142658	114.509355	30.603473
浙GC5Y65	LGHC4V1D6HE203231	89860117750004318060	20180712080534	6000.0	589.6	20180712080534	119.859157	29.185583
浙GD2R22	LGHC4V1D1HE203234	89860117795950229357	20180712111014	11055.0	589.2	20180712111014	120.243232	30.499687
浙GS6F93	LGHC4V1D9HE203238	89860117750004326642	20180712115936	8021.0	541.2	20180712115936	119.96691	29.211507
云KY1660	LGHC4V1D2HE203307	89860117750004318698	20180712095140	4131.0	527.4	20180712095140	101.0356	21.726755
浙DD38T2	LGHC4V1D4HE203034	89860117750004329828	20180712115939	6574.0	540.7	20180712115939	121.393117	30.168895
鄂AD11538	LGHC4V1D2HE204022	89860117750004320058	20180712115934	3005.0	552.3	20180712115934	114.390605	30.50004
鄂AD11593	LGHC4V1D8HE204042	89860117750004321718	20180712041940	58.0	535.7	20180606134451	114.509468	30.602922
川AD18619	LGHC4V1D3HE203803	89860117750004321890	20180712115952	29990.0	555.5	20180712115952	103.939333	30.756317
粤BD94823	LGHC4V1D3HE204336	89860117750004323854	20180712120000	3736.0	583.3	20180712120000	114.113777	22.684703
粤BD79413	LGHC4V1D8HE204347	89860117750004330156	20180712115949	7834.0	577.1	20180712115949	116.11042	23.273697
粤BD92983	LGHC4V1D9HE204356	89860117750004330149	20180712115844	2489.0	556.4	20180712115844	113.856828	22.730672
粤BD81293	LGHC4V1D8HE204364	89860117750004337540	20180712072800	1092.0	565.5	20180712072800	113.327162	23.156365
粤BD85132	LGHC4V1D9HE204373	89860117750004330529	20180712090950	7252.0	599.0	20180712090950	114.112785	22.927402
粤BD87113	LGHC4V1D7HE204386	89860117750004337862	20180712083523	51.0	573.0	20180706201136	113.908797	22.780262
粤BD82043	LGHC4V1D6HE204492	89860117750004330081	20180712115953	1565.0	589.5	20180712115953	113.908835	22.669323
粤BD97093	LGHC4V1D3HE204501	89860117750004332368	20180712082723	3974.0	0.0	20180712082723	113.917297	22.671
川A55Y4G	LGHC4V1D4HE202269	89860117795910148382	20180712115936	42749.0	572.1	20180712115936	103.919553	30.754427
吉400272	LGHC4V1D0JE400272	89860117795950222683	20180712115117	859.0	589.8	20180712104747	114.11579	22.815703
吉400264	LGHC4V1D1JE400264	89860117795950227104	20180712113413	232.0	528.5	20180709150025	114.242152	22.599423
吉400263	LGHC4V1DXJE400263	89860117795950220414	20180712115942	275.0	530.9	20180712115942	114.029657	22.64323
